   1.66942215      -1.10137618       2.84999847    
   1.77103615     -0.929209948       2.89999843    
   1.85495448     -0.747759342       2.94999838    
   1.92033875     -0.558837414       2.99999833    
   1.96653557     -0.364331752       3.04999828    
   1.99308360     -0.166185841       3.09999824    
   1.99971735       3.36205550E-02   3.14999819    
   1.98637068      0.233091027       3.19999814    
   1.95317686      0.430232525       3.24999809    
   1.90046763      0.623075306       3.29999804    
   1.82876956      0.809692502       3.34999800    
   1.73879898      0.988219559       3.39999795    
   1.63145506       1.15687263       3.44999790    
   1.50781012       1.31396675       3.49999785    
   1.36909974       1.45793211       3.54999781    
   1.21670973       1.58733022       3.59999776    
   1.05216277       1.70086837       3.64999771    
  0.877103031       1.79741204       3.69999766    
  0.693279564       1.87599659       3.74999762    
  0.502529085       1.93583691       3.79999757    
  0.306757540       1.97633493       3.84999752    
  0.107920937       1.99708617       3.89999747    
  -9.19939652E-02   1.99788320       3.94999743    
 -0.290989697       1.97871804       3.99999738    
 -0.487077951       1.93978226       4.04999733    
 -0.678300381       1.88146448       4.09999752    
 -0.862745404       1.80434763       4.14999771    
  -1.03857017       1.70920217       4.19999790    
  -1.20401776       1.59697878       4.24999809    
  -1.35743511       1.46879888       4.29999828    
  -1.49728930       1.32594299       4.34999847    
  -1.62218285       1.16983867       4.39999866    
  -1.73086810       1.00204563       4.44999886    
  -1.82225895      0.824240446       4.49999905    
  -1.89544225      0.638199627       4.54999924    
  -1.94968677      0.445782065       4.59999943    
  -1.98445046      0.248910367       4.64999962    
  -1.99938607       4.95516136E-02   4.69999981    
  -1.99434435     -0.150302246       4.75000000    
  -1.96937561     -0.348654300       4.80000019    
  -1.92472935     -0.543522716       4.85000038    
  -1.86085176     -0.732960403       4.90000057    
  -1.77838087     -0.915074527       4.95000076    
  -1.67814100      -1.08804548       5.00000095    
  -1.56113350      -1.25014484       5.05000114    
  -1.42852759      -1.39975321       5.10000134    
  -1.28164816      -1.53537548       5.15000153    
  -1.12196279      -1.65565681       5.20000172    
 -0.951067150      -1.75939512       5.25000191    
 -0.770668626      -1.84555411       5.30000210    
 -0.582569778      -1.91327274       5.35000229    
 -0.388650090      -1.96187437       5.40000248    
 -0.190847069      -1.99087358       5.45000267    
   8.86284001E-03  -1.99998033       5.50000286    
  0.208484188      -1.98910391       5.55000305    
  0.406022429      -1.95835280       5.60000324    
  0.599503815      -1.90803432       5.65000343    
  0.786995053      -1.83865130       5.70000362    
  0.966622889      -1.75089693       5.75000381    
   1.13659239      -1.64564812       5.80000401    
   1.29520547      -1.52395630       5.85000420    
   1.44087708      -1.38703752       5.90000439    
   1.57215190      -1.23625982       5.95000458    
   1.68771815      -1.07312977       6.00000477    
   1.78642118     -0.899277210       6.05000496    
   1.86727464     -0.716439307       6.10000515    
   1.92947090     -0.526442945       6.15000534    
   1.97238827     -0.331186533       6.20000553    
   1.99559808     -0.132620960       6.25000572    
   1.99886835       6.72697350E-02   6.30000591    
   1.98216653      0.266488284       6.35000610    
   1.94565928      0.463044137       6.40000629    
   1.88971162      0.654973388       6.45000648    
   1.81488240      0.840358317       6.50000668    
   1.72191930       1.01734662       6.55000687    
   1.61175120       1.18416977       6.60000706    
   1.48547888       1.33916104       6.65000725    
   1.34436417       1.48077178       6.70000744    
   1.18981683       1.60758698       6.75000763    
   1.02338111       1.71833968       6.80000782    
  0.846720040       1.81192303       6.85000801    
  0.661598802       1.88740218       6.90000820    
  0.469867021       1.94402289       6.95000839    
  0.273440421       1.98121941       7.00000858    
   7.42817000E-02   1.99862003       7.05000877    
 -0.125619233       1.99605107       7.10000896    
 -0.324265003       1.97353804       7.15000916    
 -0.519670784       1.93130589       7.20000935    
 -0.709884226       1.86977661       7.25000954    
 -0.893004596       1.78956497       7.30000973    
  -1.06720233       1.69147253       7.35000992    
  -1.23073685       1.57647920       7.40001011    
  -1.38197410       1.44573426       7.45001030    
  -1.51940310       1.30054379       7.50001049    
